lat,lon,pfz,sst,chlorophyll,boats,label
12.1967,80.3236,1,28.68,0.732,64,OVERFISHED
14.472,77.4996,0,29.3,0.252,36,OVERFISHED
10.9675,75.6219,1,27.19,0.776,26,SAFE
12.9586,80.4717,1,26.2,0.717,20,SAFE
10.3778,80.0681,1,26.04,0.659,34,SAFE
12.7206,80.4722,1,26.21,0.69,70,OVERFISHED
8.5129,80.7678,0,30.4,0.335,54,OVERFISHED
9.2136,76.0272,1,27.57,0.642,15,SAFE
9.1661,74.8082,0,29.55,0.319,72,OVERFISHED
8.8653,76.1372,1,26.4,0.788,31,SAFE
8.1817,76.2716,0,30.21,0.338,62,OVERFISHED
13.1008,80.4611,1,28.19,0.631,53,OVERFISHED
10.9475,75.6069,1,28.11,0.785,59,OVERFISHED
12.3756,80.5483,1,28.11,0.756,71,OVERFISHED
11.707,76.4216,0,30.08,0.322,63,OVERFISHED
8.2006,78.1408,1,27.8,0.652,20,SAFE
8.7089,76.2478,1,28.11,0.688,14,SAFE
13.4425,80.5233,1,28.94,0.656,20,SAFE
12.2025,74.8197,1,26.36,0.763,29,SAFE
12.1258,74.9064,1,27.26,0.63,49,OVERFISHED
9.8503,75.2043,0,29.07,0.238,49,OVERFISHED
8.3536,75.6843,0,29.88,0.249,35,OVERFISHED
7.5088,80.0048,0,29.9,0.396,11,OVERFISHED
12.4877,80.604,0,29.7,0.291,66,OVERFISHED
13.483,79.3751,0,30.11,0.238,74,OVERFISHED
11.5492,80.1092,1,28.31,0.743,33,SAFE
9.1922,76.0264,1,26.6,0.607,17,SAFE
13.6714,74.2747,1,26.61,0.664,32,SAFE
9.9734,75.1195,0,30.77,0.236,17,OVERFISHED
8.8303,78.4861,1,27.84,0.708,51,OVERFISHED
14.4194,73.9869,1,26.51,0.606,68,OVERFISHED
8.535,75.3821,0,30.0,0.373,12,OVERFISHED
7.5353,77.4197,1,26.85,0.75,39,SAFE
8.0747,76.6278,1,26.14,0.618,16,SAFE
13.551,77.8183,0,30.82,0.367,74,OVERFISHED
9.8879,73.9417,0,29.53,0.357,59,OVERFISHED
12.2383,80.3225,1,26.84,0.776,48,OVERFISHED
9.1211,74.2533,0,30.33,0.264,27,OVERFISHED
12.0561,74.9136,1,27.11,0.616,78,OVERFISHED
7.8692,77.7117,1,27.98,0.662,66,OVERFISHED
14.515,73.8858,1,26.94,0.616,77,OVERFISHED
10.7883,74.1493,0,30.44,0.258,73,OVERFISHED
11.125,80.2719,1,28.47,0.649,19,SAFE
7.5421,74.3232,0,30.65,0.276,69,OVERFISHED
11.535,74.7972,1,26.78,0.627,55,OVERFISHED
12.2265,80.7595,0,30.23,0.21,49,OVERFISHED
14.7998,78.8672,0,30.49,0.384,23,OVERFISHED
11.1839,80.3181,1,27.14,0.67,29,SAFE
12.5256,80.4789,1,28.56,0.747,12,SAFE
9.1326,76.2588,0,30.43,0.325,11,OVERFISHED
11.8381,74.8169,1,28.02,0.643,18,SAFE
8.0476,73.5806,0,30.5,0.385,54,OVERFISHED
8.1006,78.5827,0,29.99,0.355,72,OVERFISHED
9.6164,75.9075,1,28.87,0.771,11,SAFE
12.0944,80.2608,1,26.32,0.796,17,SAFE
14.8395,73.4795,0,30.16,0.396,54,OVERFISHED
10.6199,79.4894,0,30.39,0.385,33,OVERFISHED
12.0328,74.9103,1,26.38,0.796,29,SAFE
10.8293,77.924,0,29.82,0.361,48,OVERFISHED
6.9694,80.4277,0,29.68,0.259,78,OVERFISHED
11.5848,78.8454,0,30.71,0.236,77,OVERFISHED
14.1158,73.7833,1,26.01,0.76,38,SAFE
14.8743,79.8081,0,29.54,0.268,74,OVERFISHED
9.1516,76.1119,0,29.97,0.385,28,OVERFISHED
13.5592,74.3108,1,26.52,0.791,20,SAFE
14.007,73.2446,0,29.86,0.374,50,OVERFISHED
14.1933,81.001,0,30.67,0.234,19,OVERFISHED
7.7011,75.46,0,30.46,0.316,35,OVERFISHED
9.0606,75.9269,1,27.72,0.702,26,SAFE
11.8422,80.1933,1,27.94,0.797,71,OVERFISHED
10.4458,75.4439,1,26.56,0.657,70,OVERFISHED
10.9978,80.2764,1,28.7,0.641,32,SAFE
13.2714,80.4931,1,27.29,0.773,35,SAFE
8.2702,77.4992,0,30.8,0.287,73,OVERFISHED
11.4634,79.2572,0,29.83,0.244,34,OVERFISHED
7.935,77.9206,1,27.78,0.636,28,SAFE
8.8236,76.2364,1,28.44,0.741,49,OVERFISHED
7.9122,76.6903,1,28.19,0.63,55,OVERFISHED
13.6713,73.3219,0,29.11,0.256,68,OVERFISHED
9.9144,80.912,0,30.95,0.241,34,OVERFISHED
12.3538,76.3055,0,29.31,0.381,29,OVERFISHED
9.1622,78.0008,0,29.82,0.225,38,OVERFISHED
12.1984,73.5774,0,30.47,0.334,24,OVERFISHED
9.6008,75.8706,1,28.54,0.752,26,SAFE
11.7967,80.1372,1,27.71,0.776,26,SAFE
12.1431,80.3103,1,28.47,0.744,67,OVERFISHED
11.6744,80.1083,1,28.83,0.606,44,OVERFISHED
8.8083,76.2436,1,28.67,0.602,76,OVERFISHED
14.0136,74.0628,1,26.82,0.662,34,SAFE
11.9388,73.4968,0,30.78,0.335,69,OVERFISHED
10.4368,79.5137,0,29.06,0.33,60,OVERFISHED
10.9878,80.2878,1,28.23,0.76,48,OVERFISHED
12.0883,80.2483,1,28.93,0.647,13,SAFE
13.8929,76.9907,0,30.92,0.38,48,OVERFISHED
13.0031,80.4814,1,26.28,0.715,71,OVERFISHED
14.1876,73.5888,0,30.41,0.387,36,OVERFISHED
8.3553,79.8652,0,29.96,0.359,16,OVERFISHED
10.4081,75.4986,1,28.66,0.619,32,SAFE
6.991,75.3176,0,30.87,0.23,26,OVERFISHED
9.0751,80.5825,0,30.86,0.318,55,OVERFISHED
12.9672,80.4747,1,26.64,0.612,22,SAFE
13.1184,75.972,0,30.35,0.311,57,OVERFISHED
10.9225,77.049,0,29.93,0.373,54,OVERFISHED
10.7406,75.5253,1,28.34,0.62,30,SAFE
9.892,76.4489,0,29.37,0.259,24,OVERFISHED
11.1931,80.3297,1,26.1,0.708,22,SAFE
7.7866,79.1617,0,29.93,0.286,79,OVERFISHED
9.2359,78.0075,0,30.53,0.382,38,OVERFISHED
11.1963,76.5207,0,29.41,0.245,48,OVERFISHED
11.0953,75.1806,1,27.87,0.658,32,SAFE
11.2017,80.3422,1,27.65,0.62,54,OVERFISHED
13.0893,77.5275,0,29.74,0.369,61,OVERFISHED
12.1314,80.3022,1,26.19,0.617,10,SAFE
9.797,79.1562,0,30.95,0.389,26,OVERFISHED
10.5851,79.5299,0,30.29,0.299,51,OVERFISHED
13.0992,80.0495,0,30.93,0.389,17,OVERFISHED
13.7836,75.3832,0,29.22,0.228,46,OVERFISHED
13.4737,75.0686,0,30.07,0.377,59,OVERFISHED
13.6974,78.5716,0,30.44,0.301,21,OVERFISHED
13.3583,80.4964,1,27.09,0.637,69,OVERFISHED
8.2236,76.7317,1,27.29,0.717,80,OVERFISHED
11.1625,80.2969,1,26.59,0.744,38,SAFE
9.8816,74.757,0,30.45,0.213,34,OVERFISHED
7.5954,75.6235,0,30.12,0.29,27,OVERFISHED
8.2727,80.1677,0,30.18,0.217,46,OVERFISHED
11.5761,80.12,1,27.59,0.662,48,OVERFISHED
11.1025,75.215,1,26.63,0.619,27,SAFE
8.8378,76.2272,1,26.97,0.706,55,OVERFISHED
13.5574,80.8268,0,30.94,0.313,26,OVERFISHED
7.7067,77.5747,1,27.62,0.64,26,SAFE
9.8552,74.9057,0,29.69,0.368,60,OVERFISHED
11.0217,75.3339,1,28.46,0.683,66,OVERFISHED
10.52,79.5171,0,30.68,0.248,76,OVERFISHED
10.8147,75.5375,1,28.46,0.602,57,OVERFISHED
11.8488,74.1287,0,30.04,0.396,68,OVERFISHED
11.0889,75.1464,1,27.07,0.733,20,SAFE
9.0961,80.2507,0,30.76,0.205,56,OVERFISHED
14.856,78.8109,0,29.16,0.294,19,OVERFISHED
10.9125,80.3319,1,26.28,0.791,62,OVERFISHED
12.7926,74.6532,0,29.35,0.291,46,OVERFISHED
11.9886,74.8944,1,26.6,0.759,12,SAFE
8.7253,76.2517,1,27.09,0.69,79,OVERFISHED
13.4854,73.926,0,29.33,0.236,53,OVERFISHED
13.1316,79.5668,0,29.71,0.305,55,OVERFISHED
8.7494,80.7234,0,30.04,0.249,23,OVERFISHED
14.0253,74.0025,1,27.89,0.659,47,OVERFISHED
7.6172,77.4517,1,28.43,0.662,29,SAFE
9.2442,75.9164,1,28.6,0.671,77,OVERFISHED
9.6882,80.9534,0,29.87,0.25,21,OVERFISHED
10.4892,75.6119,1,27.78,0.652,79,OVERFISHED
14.6327,79.0672,0,29.06,0.304,23,OVERFISHED
8.8697,76.1536,1,26.8,0.727,65,OVERFISHED
12.9214,80.9895,0,29.82,0.374,78,OVERFISHED
10.3871,79.4897,0,30.99,0.229,78,OVERFISHED
9.6553,75.6383,1,26.42,0.738,13,SAFE
14.2123,76.6289,0,30.95,0.388,39,OVERFISHED
12.91,80.8701,0,29.31,0.394,31,OVERFISHED
9.0683,75.9469,1,27.8,0.696,43,OVERFISHED
9.4979,76.0283,0,30.27,0.368,72,OVERFISHED
10.7156,75.5253,1,27.52,0.713,12,SAFE
11.0756,75.1142,1,26.12,0.723,65,OVERFISHED
11.8175,74.8214,1,28.69,0.67,52,OVERFISHED
8.0506,78.0553,1,27.38,0.612,16,SAFE
12.0758,80.2233,1,28.84,0.638,25,SAFE
14.6596,79.1012,0,30.67,0.259,23,OVERFISHED
14.0293,75.9635,0,29.31,0.219,42,OVERFISHED
9.1143,76.254,0,30.3,0.256,32,OVERFISHED
7.9542,76.6772,1,27.65,0.775,12,SAFE
12.8969,80.4561,1,26.78,0.635,71,OVERFISHED
12.69,80.4597,1,26.45,0.641,35,SAFE
12.9847,80.4794,1,27.27,0.762,25,SAFE
11.1733,80.3069,1,28.4,0.641,57,OVERFISHED
11.4756,74.8128,1,26.51,0.628,27,SAFE
8.7744,80.1321,0,29.69,0.233,37,OVERFISHED
7.9022,77.8814,1,28.08,0.653,40,SAFE
8.2407,79.2421,0,30.01,0.362,29,OVERFISHED
8.0514,76.9129,0,30.56,0.246,42,OVERFISHED
7.1462,74.186,0,30.43,0.286,14,OVERFISHED
13.0733,80.4642,1,28.2,0.638,57,OVERFISHED
8.8694,76.1706,1,26.41,0.65,80,OVERFISHED
11.0225,80.2597,1,27.09,0.69,71,OVERFISHED
12.9607,79.5554,0,30.18,0.236,65,OVERFISHED
9.6092,75.7917,1,28.27,0.603,50,OVERFISHED
11.3141,73.3752,0,30.05,0.303,39,OVERFISHED
8.1568,74.6314,0,29.42,0.276,31,OVERFISHED
14.1453,78.9498,0,29.92,0.363,34,OVERFISHED
11.5622,80.1153,1,28.94,0.686,43,OVERFISHED
13.0644,80.4664,1,28.04,0.679,70,OVERFISHED
11.7031,80.1036,1,26.66,0.676,51,OVERFISHED
13.1037,73.257,0,29.19,0.245,15,OVERFISHED
8.7922,76.2489,1,27.46,0.669,43,OVERFISHED
10.8825,80.3353,1,26.44,0.658,68,OVERFISHED
8.1178,78.1125,1,27.37,0.647,10,SAFE
9.8139,77.2741,0,30.84,0.273,75,OVERFISHED
9.4128,77.3236,0,29.37,0.274,67,OVERFISHED
13.0478,80.4733,1,26.23,0.628,58,OVERFISHED
13.0122,80.4817,1,27.16,0.74,68,OVERFISHED
11.0092,80.2667,1,28.07,0.601,63,OVERFISHED
12.1556,80.3164,1,27.89,0.619,79,OVERFISHED
12.6639,80.44,1,28.21,0.701,19,SAFE
12.032,78.321,0,29.6,0.256,80,OVERFISHED
9.025,78.8892,1,27.51,0.629,36,SAFE
12.8713,74.382,0,29.8,0.226,41,OVERFISHED
9.2519,75.9797,1,27.76,0.689,23,SAFE
8.7639,78.4478,1,26.86,0.653,42,OVERFISHED
7.885,77.8333,1,28.63,0.794,42,OVERFISHED
12.1825,80.3233,1,27.74,0.71,69,OVERFISHED
11.0372,80.2567,1,27.26,0.726,63,OVERFISHED
11.8673,73.7147,0,29.6,0.391,74,OVERFISHED
11.3698,80.4705,0,30.6,0.394,75,OVERFISHED
11.7728,80.1206,1,27.38,0.645,33,SAFE
7.3227,74.126,0,30.67,0.375,44,OVERFISHED
12.4375,75.5158,0,30.43,0.266,54,OVERFISHED
14.679,76.9686,0,29.53,0.388,17,OVERFISHED
10.641,78.974,0,29.43,0.308,38,OVERFISHED
11.835,80.1808,1,28.78,0.719,79,OVERFISHED
8.5559,80.8714,0,30.56,0.394,74,OVERFISHED
8.0103,76.6425,1,27.23,0.759,21,SAFE
7.6711,77.5192,1,26.06,0.618,75,OVERFISHED
12.1886,74.8386,1,28.43,0.672,13,SAFE
11.7886,73.6231,0,29.43,0.385,65,OVERFISHED
12.2642,74.7931,1,27.47,0.789,10,SAFE
9.6406,75.7172,1,26.66,0.776,14,SAFE
7.6933,77.5572,1,27.41,0.702,71,OVERFISHED
11.4846,74.7414,0,29.61,0.225,37,OVERFISHED
8.7045,78.1166,0,29.69,0.298,77,OVERFISHED
9.6239,75.7542,1,28.79,0.733,16,SAFE
12.1106,80.2839,1,26.28,0.644,35,SAFE
10.4587,75.1524,0,30.91,0.272,36,OVERFISHED
13.5237,73.9147,0,29.47,0.343,11,OVERFISHED
7.7099,75.9669,0,29.0,0.237,52,OVERFISHED
8.7912,80.8588,0,30.99,0.207,73,OVERFISHED
10.3806,75.5639,1,28.57,0.753,63,OVERFISHED
9.624,74.2287,0,29.1,0.321,26,OVERFISHED
14.4061,78.8464,0,29.21,0.205,72,OVERFISHED
8.95,79.3979,0,30.8,0.328,66,OVERFISHED
14.1535,76.3557,0,29.26,0.367,15,OVERFISHED
11.5364,80.1019,1,27.78,0.603,71,OVERFISHED
11.1506,80.2878,1,28.86,0.747,28,SAFE
7.8889,77.7569,1,28.17,0.624,22,SAFE
12.3439,80.5411,1,26.77,0.624,23,SAFE
8.6536,76.2103,1,26.83,0.769,22,SAFE
9.8309,78.9888,0,30.21,0.288,52,OVERFISHED
10.5675,78.5726,0,29.76,0.206,76,OVERFISHED
15.0207,75.2483,0,29.16,0.321,10,OVERFISHED
8.7142,78.4342,1,27.92,0.711,24,SAFE
9.5978,75.8506,1,28.79,0.772,40,SAFE
13.33,80.4883,1,26.28,0.704,34,SAFE
7.5999,78.7534,0,30.14,0.383,33,OVERFISHED
8.7872,78.4586,1,28.09,0.61,19,SAFE
10.3817,75.5394,1,27.76,0.64,20,SAFE
9.2508,75.9369,1,27.12,0.771,52,OVERFISHED
8.2886,76.7219,1,28.8,0.748,29,SAFE
11.5994,75.6357,0,30.02,0.263,70,OVERFISHED
10.7671,75.7278,0,29.46,0.379,30,OVERFISHED
12.6192,73.3869,0,29.07,0.256,57,OVERFISHED
10.4644,80.0453,1,27.18,0.77,43,OVERFISHED
8.6886,78.4308,1,27.78,0.767,62,OVERFISHED
7.8822,77.8078,1,27.99,0.701,57,OVERFISHED
11.1111,80.2658,1,27.56,0.603,41,OVERFISHED
12.7364,80.4764,1,28.5,0.622,15,SAFE
8.9383,78.7219,1,26.32,0.749,42,OVERFISHED
7.5078,74.53,0,29.96,0.341,37,OVERFISHED
9.6458,75.6981,1,27.82,0.603,72,OVERFISHED
14.4106,74.0333,1,28.86,0.698,74,OVERFISHED
10.6228,75.56,1,27.63,0.693,27,SAFE
10.2,74.4424,0,30.43,0.28,72,OVERFISHED
8.8445,73.7816,0,30.15,0.36,64,OVERFISHED
7.635,77.4647,1,27.04,0.737,68,OVERFISHED
11.7175,80.1039,1,27.35,0.723,42,OVERFISHED
11.7302,74.8432,0,30.83,0.341,44,OVERFISHED
13.8689,79.0303,0,30.6,0.313,37,OVERFISHED
14.999,75.8346,0,29.71,0.314,42,OVERFISHED
13.352,76.2005,0,30.5,0.203,62,OVERFISHED
11.1074,78.1298,0,30.32,0.215,46,OVERFISHED
7.652,76.2768,0,30.58,0.352,57,OVERFISHED
11.4394,74.8328,1,28.38,0.677,77,OVERFISHED
8.8608,76.2031,1,26.28,0.699,42,OVERFISHED
12.9819,79.1104,0,29.42,0.285,19,OVERFISHED
11.9517,80.1803,1,27.09,0.638,63,OVERFISHED
9.1847,74.6854,0,30.54,0.317,28,OVERFISHED
9.6278,75.9242,1,27.3,0.766,61,OVERFISHED
12.9058,80.4567,1,28.39,0.712,13,SAFE
12.4075,80.5425,1,28.49,0.711,18,SAFE
10.4306,75.4883,1,27.74,0.681,49,OVERFISHED
7.4089,79.3651,0,30.97,0.303,59,OVERFISHED
12.1576,79.7968,0,30.42,0.317,27,OVERFISHED
11.7339,74.8178,1,28.31,0.762,80,OVERFISHED
8.8528,76.1267,1,26.66,0.693,72,OVERFISHED
11.5175,74.8089,1,28.31,0.645,71,OVERFISHED
11.6375,73.6107,0,29.77,0.246,73,OVERFISHED
12.4897,78.9397,0,30.1,0.287,32,OVERFISHED
13.1327,78.6704,0,29.04,0.352,32,OVERFISHED
13.0445,75.6798,0,30.33,0.207,79,OVERFISHED
10.2555,75.2952,0,30.97,0.281,27,OVERFISHED
14.4744,73.9106,1,27.81,0.703,18,SAFE
8.8194,78.7168,0,29.91,0.21,77,OVERFISHED
7.4478,77.4231,1,27.27,0.676,29,SAFE
12.2106,80.3225,1,26.64,0.704,64,OVERFISHED
9.6328,75.7358,1,28.1,0.656,78,OVERFISHED
7.7874,79.3493,0,30.05,0.305,59,OVERFISHED
11.6956,74.8,1,28.42,0.743,68,OVERFISHED
9.7883,80.2866,0,30.4,0.317,74,OVERFISHED
12.6498,73.833,0,29.15,0.299,22,OVERFISHED
13.8347,76.4344,0,30.86,0.349,12,OVERFISHED
13.6175,74.2992,1,28.35,0.674,72,OVERFISHED
12.1689,80.3206,1,26.81,0.777,75,OVERFISHED
11.6767,74.7908,1,26.38,0.776,47,OVERFISHED
9.9102,78.4413,0,29.19,0.284,36,OVERFISHED
13.0825,80.4628,1,27.06,0.745,56,OVERFISHED
13.213,76.7106,0,30.33,0.399,73,OVERFISHED
7.9977,77.1933,0,30.84,0.36,69,OVERFISHED
8.1572,78.1317,1,26.93,0.658,12,SAFE
8.2369,79.0473,0,30.4,0.239,77,OVERFISHED
7.504,73.6684,0,29.19,0.355,13,OVERFISHED
9.4559,73.7868,0,30.84,0.33,36,OVERFISHED
11.6886,80.1047,1,26.87,0.701,74,OVERFISHED
9.2328,76.0181,1,28.04,0.79,77,OVERFISHED
11.3775,74.8269,1,27.84,0.602,25,SAFE
9.6508,75.6189,1,26.72,0.687,62,OVERFISHED
10.4398,80.3794,0,29.44,0.244,22,OVERFISHED
12.0691,80.2293,0,29.36,0.281,63,OVERFISHED
