lat,lon,pfz,sst,chlorophyll,boats,label
12.7856,80.4794,1,28.1,0.624,87,HIGH_RISK
13.6919,74.2225,1,27.06,0.771,58,MODERATE
9.1388,77.8227,0,29.96,0.309,32,LOW_AVAILABILITY
12.1622,74.8775,1,28.39,0.674,20,SAFE
7.2333,76.7597,0,28.73,0.207,21,LOW_AVAILABILITY
11.3937,78.4116,0,29.02,0.243,40,LOW_AVAILABILITY
8.2025,76.7264,1,29.45,0.7,57,MODERATE
9.5992,75.8306,1,26.42,0.721,30,SAFE
13.1464,80.4664,1,26.56,0.618,62,HIGH_RISK
13.3911,76.008,0,29.12,0.359,51,LOW_AVAILABILITY
10.26,80.0817,1,29.08,0.664,33,SAFE
11.8112,75.8053,0,31.47,0.301,17,LOW_AVAILABILITY
8.9644,78.8378,1,28.62,0.649,24,SAFE
8.1353,76.6425,1,26.98,0.608,57,MODERATE
12.874,74.2252,0,30.57,0.303,58,LOW_AVAILABILITY
10.6401,76.9758,0,30.73,0.306,17,LOW_AVAILABILITY
10.8085,77.9748,0,29.84,0.275,32,LOW_AVAILABILITY
14.5313,74.8671,0,29.48,0.19,27,LOW_AVAILABILITY
11.6192,80.125,1,26.73,0.822,22,SAFE
9.0321,78.604,0,29.77,0.397,32,LOW_AVAILABILITY
10.5735,79.9683,0,29.28,0.217,67,LOW_AVAILABILITY
13.1574,76.9342,0,31.4,0.36,56,LOW_AVAILABILITY
13.3456,74.5032,0,30.04,0.223,53,LOW_AVAILABILITY
13.2425,79.2772,0,31.05,0.192,24,LOW_AVAILABILITY
12.0075,80.18,1,28.93,0.717,51,MODERATE
11.4107,76.8213,0,30.85,0.327,32,LOW_AVAILABILITY
12.956,77.8137,0,28.77,0.267,54,LOW_AVAILABILITY
12.2872,74.7975,1,28.26,0.556,21,SAFE
9.2849,79.8379,0,32.02,0.245,19,LOW_AVAILABILITY
14.6103,73.5638,0,29.97,0.435,30,LOW_AVAILABILITY
10.2381,76.212,0,30.42,0.448,42,LOW_AVAILABILITY
11.4845,75.0144,0,31.56,0.451,49,LOW_AVAILABILITY
12.113,79.0741,0,29.9,0.404,12,LOW_AVAILABILITY
12.2914,80.3397,1,28.3,0.704,35,SAFE
12.1515,74.4356,0,30.13,0.285,61,LOW_AVAILABILITY
14.1464,73.7286,1,28.73,0.631,37,SAFE
11.2337,79.2458,0,29.6,0.173,7,LOW_AVAILABILITY
8.8498,79.9053,0,28.69,0.405,70,LOW_AVAILABILITY
12.1967,80.3236,1,27.68,0.734,77,HIGH_RISK
14.472,77.4996,0,30.85,0.283,77,LOW_AVAILABILITY
10.9675,75.6219,1,25.77,0.55,15,SAFE
12.9586,80.4717,1,27.58,0.731,71,HIGH_RISK
10.3778,80.0681,1,27.84,0.708,19,SAFE
12.7206,80.4722,1,28.07,0.755,17,SAFE
8.5129,80.7678,0,29.33,0.338,74,LOW_AVAILABILITY
9.2136,76.0272,1,28.3,0.647,24,SAFE
9.1661,74.8082,0,30.36,0.34,19,LOW_AVAILABILITY
8.8653,76.1372,1,28.32,0.889,43,MODERATE
8.1817,76.2716,0,29.65,0.298,81,LOW_AVAILABILITY
13.1008,80.4611,1,26.12,0.726,10,SAFE
10.9475,75.6069,1,28.32,0.602,24,SAFE
12.3756,80.5483,1,27.03,0.82,71,HIGH_RISK
11.707,76.4216,0,29.32,0.269,15,LOW_AVAILABILITY
8.2006,78.1408,1,25.97,0.749,41,MODERATE
8.7089,76.2478,1,28.68,0.712,25,SAFE
13.4425,80.5233,1,27.16,0.742,11,SAFE
12.2025,74.8197,1,26.21,0.769,67,HIGH_RISK
12.1258,74.9064,1,27.1,0.709,25,SAFE
9.8503,75.2043,0,29.67,0.324,18,LOW_AVAILABILITY
8.3536,75.6843,0,29.97,0.302,83,LOW_AVAILABILITY
7.5088,80.0048,0,31.08,0.348,17,LOW_AVAILABILITY
12.4877,80.604,0,29.42,0.314,54,LOW_AVAILABILITY
13.483,79.3751,0,29.52,0.337,65,LOW_AVAILABILITY
11.5492,80.1092,1,28.76,0.696,9,SAFE
9.1922,76.0264,1,28.44,0.652,9,SAFE
13.6714,74.2747,1,28.22,0.645,61,HIGH_RISK
9.9734,75.1195,0,28.87,0.252,36,LOW_AVAILABILITY
8.8303,78.4861,1,29.43,0.898,16,SAFE
14.4194,73.9869,1,26.71,0.858,33,SAFE
8.535,75.3821,0,29.14,0.295,26,LOW_AVAILABILITY
7.5353,77.4197,1,27.14,0.753,36,SAFE
8.0747,76.6278,1,26.61,0.686,24,SAFE
13.551,77.8183,0,31.03,0.351,17,LOW_AVAILABILITY
9.8879,73.9417,0,30.59,0.447,51,LOW_AVAILABILITY
12.2383,80.3225,1,26.66,0.774,54,MODERATE
9.1211,74.2533,0,30.56,0.36,74,LOW_AVAILABILITY
12.0561,74.9136,1,25.41,0.689,60,MODERATE
7.8692,77.7117,1,28.64,0.605,35,SAFE
14.515,73.8858,1,26.33,0.63,12,SAFE
10.7883,74.1493,0,30.91,0.338,45,LOW_AVAILABILITY
11.125,80.2719,1,28.79,0.699,26,SAFE
7.5421,74.3232,0,29.93,0.298,49,LOW_AVAILABILITY
11.535,74.7972,1,26.23,0.688,37,SAFE
12.2265,80.7595,0,30.17,0.156,35,LOW_AVAILABILITY
14.7998,78.8672,0,30.6,0.339,27,LOW_AVAILABILITY
11.1839,80.3181,1,26.11,0.711,30,SAFE
12.5256,80.4789,1,27.28,0.557,11,SAFE
9.1326,76.2588,0,29.71,0.292,11,LOW_AVAILABILITY
11.8381,74.8169,1,29.05,0.72,31,SAFE
8.0476,73.5806,0,29.88,0.341,64,LOW_AVAILABILITY
8.1006,78.5827,0,29.05,0.37,58,LOW_AVAILABILITY
9.6164,75.9075,1,27.67,0.712,80,HIGH_RISK
12.0944,80.2608,1,26.8,0.63,13,SAFE
14.8395,73.4795,0,31.32,0.254,80,LOW_AVAILABILITY
10.6199,79.4894,0,29.89,0.326,29,LOW_AVAILABILITY
12.0328,74.9103,1,27.01,0.584,17,SAFE
10.8293,77.924,0,28.81,0.299,67,LOW_AVAILABILITY
6.9694,80.4277,0,31.93,0.209,29,LOW_AVAILABILITY
11.5848,78.8454,0,29.81,0.32,65,LOW_AVAILABILITY
14.1158,73.7833,1,28.29,0.669,52,MODERATE
14.8743,79.8081,0,30.5,0.483,52,LOW_AVAILABILITY
9.1516,76.1119,0,29.64,0.243,24,LOW_AVAILABILITY
13.5592,74.3108,1,25.33,0.705,52,MODERATE
14.007,73.2446,0,30.66,0.239,29,LOW_AVAILABILITY
14.1933,81.001,0,28.98,0.216,55,LOW_AVAILABILITY
7.7011,75.46,0,29.26,0.439,65,LOW_AVAILABILITY
9.0606,75.9269,1,27.76,0.66,47,MODERATE
11.8422,80.1933,1,27.53,0.643,39,SAFE
10.4458,75.4439,1,26.09,0.628,54,MODERATE
10.9978,80.2764,1,28.25,0.803,52,MODERATE
13.2714,80.4931,1,28.59,0.722,19,SAFE
8.2702,77.4992,0,28.51,0.319,41,LOW_AVAILABILITY
11.4634,79.2572,0,29.68,0.282,55,LOW_AVAILABILITY
7.935,77.9206,1,26.12,0.603,22,SAFE
8.8236,76.2364,1,27.12,0.545,53,MODERATE
7.9122,76.6903,1,26.63,0.75,27,SAFE
13.6713,73.3219,0,29.12,0.217,80,LOW_AVAILABILITY
9.9144,80.912,0,29.87,0.347,30,LOW_AVAILABILITY
12.3538,76.3055,0,29.93,0.244,68,LOW_AVAILABILITY
9.1622,78.0008,0,30.35,0.37,40,LOW_AVAILABILITY
12.1984,73.5774,0,29.64,0.338,45,LOW_AVAILABILITY
9.6008,75.8706,1,27.23,0.754,52,MODERATE
11.7967,80.1372,1,27.71,0.687,14,SAFE
12.1431,80.3103,1,29.44,0.551,54,MODERATE
11.6744,80.1083,1,27.1,0.868,55,MODERATE
8.8083,76.2436,1,26.04,0.653,63,HIGH_RISK
14.0136,74.0628,1,28.66,0.722,77,HIGH_RISK
11.9388,73.4968,0,30.51,0.338,76,LOW_AVAILABILITY
10.4368,79.5137,0,29.68,0.216,62,LOW_AVAILABILITY
10.9878,80.2878,1,25.66,0.691,77,HIGH_RISK
12.0883,80.2483,1,27.02,0.695,39,SAFE
13.8929,76.9907,0,29.86,0.277,60,LOW_AVAILABILITY
13.0031,80.4814,1,26.9,0.705,26,SAFE
14.1876,73.5888,0,30.1,0.422,49,LOW_AVAILABILITY
8.3553,79.8652,0,30.38,0.3,24,LOW_AVAILABILITY
10.4081,75.4986,1,27.8,0.675,17,SAFE
6.991,75.3176,0,29.26,0.267,79,LOW_AVAILABILITY
9.0751,80.5825,0,30.13,0.343,27,LOW_AVAILABILITY
12.9672,80.4747,1,28.07,0.612,69,HIGH_RISK
13.1184,75.972,0,30.1,0.343,51,LOW_AVAILABILITY
10.9225,77.049,0,30.73,0.225,32,LOW_AVAILABILITY
10.7406,75.5253,1,26.33,0.586,46,MODERATE
9.892,76.4489,0,29.41,0.175,45,LOW_AVAILABILITY
11.1931,80.3297,1,27.22,0.615,38,SAFE
7.7866,79.1617,0,29.83,0.278,62,LOW_AVAILABILITY
9.2359,78.0075,0,29.17,0.261,26,LOW_AVAILABILITY
11.1963,76.5207,0,30.15,0.297,45,LOW_AVAILABILITY
11.0953,75.1806,1,26.89,0.772,77,HIGH_RISK
11.2017,80.3422,1,27.92,0.762,84,HIGH_RISK
13.0893,77.5275,0,30.6,0.228,13,LOW_AVAILABILITY
12.1314,80.3022,1,27.95,0.728,62,HIGH_RISK
9.797,79.1562,0,29.16,0.351,11,LOW_AVAILABILITY
10.5851,79.5299,0,30.62,0.37,52,LOW_AVAILABILITY
13.0992,80.0495,0,31.2,0.209,37,LOW_AVAILABILITY
13.7836,75.3832,0,30.16,0.219,10,LOW_AVAILABILITY
13.4737,75.0686,0,29.51,0.366,64,LOW_AVAILABILITY
13.6974,78.5716,0,30.79,0.223,21,LOW_AVAILABILITY
13.3583,80.4964,1,27.15,0.838,10,SAFE
8.2236,76.7317,1,26.81,0.642,36,SAFE
11.1625,80.2969,1,26.86,0.778,39,SAFE
9.8816,74.757,0,30.05,0.433,37,LOW_AVAILABILITY
7.5954,75.6235,0,30.17,0.373,51,LOW_AVAILABILITY
8.2727,80.1677,0,29.23,0.224,31,LOW_AVAILABILITY
11.5761,80.12,1,26.63,0.606,39,SAFE
11.1025,75.215,1,28.27,0.725,21,SAFE
8.8378,76.2272,1,27.35,0.65,48,MODERATE
13.5574,80.8268,0,29.53,0.262,78,LOW_AVAILABILITY
7.7067,77.5747,1,29.01,0.664,19,SAFE
9.8552,74.9057,0,30.84,0.277,46,LOW_AVAILABILITY
11.0217,75.3339,1,28.34,0.61,37,SAFE
10.52,79.5171,0,29.95,0.338,21,LOW_AVAILABILITY
10.8147,75.5375,1,28.33,0.717,23,SAFE
11.8488,74.1287,0,31.06,0.359,17,LOW_AVAILABILITY
11.0889,75.1464,1,27.85,0.758,19,SAFE
9.0961,80.2507,0,30.07,0.388,54,LOW_AVAILABILITY
14.856,78.8109,0,29.81,0.347,30,LOW_AVAILABILITY
10.9125,80.3319,1,28.4,0.621,37,SAFE
12.7926,74.6532,0,29.51,0.218,76,LOW_AVAILABILITY
11.9886,74.8944,1,26.64,0.684,23,SAFE
8.7253,76.2517,1,26.26,0.734,50,MODERATE
13.4854,73.926,0,30.68,0.305,38,LOW_AVAILABILITY
13.1316,79.5668,0,29.67,0.345,33,LOW_AVAILABILITY
8.7494,80.7234,0,29.69,0.217,39,LOW_AVAILABILITY
14.0253,74.0025,1,28.01,0.743,34,SAFE
7.6172,77.4517,1,28.33,0.763,11,SAFE
9.2442,75.9164,1,26.65,0.56,41,MODERATE
9.6882,80.9534,0,30.33,0.238,42,LOW_AVAILABILITY
10.4892,75.6119,1,26.53,0.714,67,HIGH_RISK
14.6327,79.0672,0,31.29,0.26,37,LOW_AVAILABILITY
8.8697,76.1536,1,28.12,0.705,12,SAFE
12.9214,80.9895,0,30.28,0.26,43,LOW_AVAILABILITY
10.3871,79.4897,0,30.44,0.395,49,LOW_AVAILABILITY
9.6553,75.6383,1,27.29,0.562,78,HIGH_RISK
14.2123,76.6289,0,29.5,0.444,59,LOW_AVAILABILITY
12.91,80.8701,0,30.79,0.366,75,LOW_AVAILABILITY
9.0683,75.9469,1,25.11,0.678,58,MODERATE
9.4979,76.0283,0,29.79,0.251,24,LOW_AVAILABILITY
10.7156,75.5253,1,29.08,0.759,22,SAFE
11.0756,75.1142,1,26.71,0.641,51,MODERATE
11.8175,74.8214,1,26.47,0.725,39,SAFE
8.0506,78.0553,1,28.42,0.623,41,MODERATE
12.0758,80.2233,1,25.75,0.736,78,HIGH_RISK
14.6596,79.1012,0,30.02,0.301,17,LOW_AVAILABILITY
14.0293,75.9635,0,29.04,0.21,60,LOW_AVAILABILITY
9.1143,76.254,0,29.68,0.22,43,LOW_AVAILABILITY
7.9542,76.6772,1,27.1,0.643,17,SAFE
12.8969,80.4561,1,27.29,0.732,29,SAFE
12.69,80.4597,1,27.32,0.72,17,SAFE
12.9847,80.4794,1,26.01,0.854,36,SAFE
11.1733,80.3069,1,26.08,0.596,51,MODERATE
11.4756,74.8128,1,29.05,0.651,34,SAFE
8.7744,80.1321,0,30.21,0.366,58,LOW_AVAILABILITY
7.9022,77.8814,1,27.62,0.58,37,SAFE
8.2407,79.2421,0,30.76,0.327,49,LOW_AVAILABILITY
8.0514,76.9129,0,30.9,0.443,41,LOW_AVAILABILITY
7.1462,74.186,0,29.16,0.315,43,LOW_AVAILABILITY
13.0733,80.4642,1,26.48,0.592,30,SAFE
8.8694,76.1706,1,27.27,0.571,34,SAFE
11.0225,80.2597,1,26.32,0.855,29,SAFE
12.9607,79.5554,0,29.88,0.244,39,LOW_AVAILABILITY
9.6092,75.7917,1,28.16,0.696,43,MODERATE
11.3141,73.3752,0,29.86,0.254,32,LOW_AVAILABILITY
8.1568,74.6314,0,30.32,0.264,70,LOW_AVAILABILITY
14.1453,78.9498,0,30.09,0.442,37,LOW_AVAILABILITY
11.5622,80.1153,1,27.57,0.823,34,SAFE
13.0644,80.4664,1,26.76,0.7,40,MODERATE
11.7031,80.1036,1,26.23,0.479,56,MODERATE
13.1037,73.257,0,29.85,0.394,26,LOW_AVAILABILITY
8.7922,76.2489,1,27.66,0.8,19,SAFE
10.8825,80.3353,1,27.56,0.563,56,MODERATE
8.1178,78.1125,1,28.03,0.751,23,SAFE
9.8139,77.2741,0,30.15,0.431,54,LOW_AVAILABILITY
9.4128,77.3236,0,29.9,0.194,79,LOW_AVAILABILITY
13.0478,80.4733,1,27.77,0.69,79,HIGH_RISK
13.0122,80.4817,1,27.24,0.706,24,SAFE
11.0092,80.2667,1,26.18,0.659,49,MODERATE
12.1556,80.3164,1,28.22,0.672,27,SAFE
12.6639,80.44,1,26.23,0.686,77,HIGH_RISK
12.032,78.321,0,30.48,0.389,72,LOW_AVAILABILITY
9.025,78.8892,1,25.23,0.694,31,SAFE
12.8713,74.382,0,29.07,0.22,46,LOW_AVAILABILITY
9.2519,75.9797,1,29.03,0.797,19,SAFE
8.7639,78.4478,1,27.47,0.606,44,MODERATE
7.885,77.8333,1,25.65,0.648,36,SAFE
12.1825,80.3233,1,27.8,0.697,22,SAFE
11.0372,80.2567,1,26.76,0.801,31,SAFE
11.8673,73.7147,0,30.17,0.32,76,LOW_AVAILABILITY
11.3698,80.4705,0,30.75,0.319,11,LOW_AVAILABILITY
11.7728,80.1206,1,29.14,0.67,23,SAFE
7.3227,74.126,0,31.62,0.407,57,LOW_AVAILABILITY
12.4375,75.5158,0,31.18,0.168,24,LOW_AVAILABILITY
14.679,76.9686,0,29.86,0.384,36,LOW_AVAILABILITY
10.641,78.974,0,29.49,0.174,46,LOW_AVAILABILITY
11.835,80.1808,1,28.26,0.62,54,MODERATE
8.5559,80.8714,0,31.24,0.227,12,LOW_AVAILABILITY
8.0103,76.6425,1,28.52,0.522,41,MODERATE
7.6711,77.5192,1,26.58,0.794,55,MODERATE
12.1886,74.8386,1,28.01,0.655,15,SAFE
11.7886,73.6231,0,28.09,0.326,19,LOW_AVAILABILITY
12.2642,74.7931,1,26.23,0.75,20,SAFE
9.6406,75.7172,1,29.11,0.714,72,HIGH_RISK
7.6933,77.5572,1,26.72,0.72,20,SAFE
11.4846,74.7414,0,30.02,0.191,72,LOW_AVAILABILITY
8.7045,78.1166,0,31.13,0.441,17,LOW_AVAILABILITY
9.6239,75.7542,1,26.74,0.663,72,HIGH_RISK
12.1106,80.2839,1,27.23,0.799,34,SAFE
10.4587,75.1524,0,29.08,0.284,14,LOW_AVAILABILITY
13.5237,73.9147,0,29.62,0.344,21,LOW_AVAILABILITY
7.7099,75.9669,0,30.23,0.422,34,LOW_AVAILABILITY
8.7912,80.8588,0,31.13,0.323,23,LOW_AVAILABILITY
10.3806,75.5639,1,28.71,0.677,72,HIGH_RISK
9.624,74.2287,0,28.45,0.219,56,LOW_AVAILABILITY
14.4061,78.8464,0,28.47,0.395,67,LOW_AVAILABILITY
8.95,79.3979,0,29.25,0.417,34,LOW_AVAILABILITY
14.1535,76.3557,0,30.78,0.47,33,LOW_AVAILABILITY
11.5364,80.1019,1,29.01,0.758,57,MODERATE
11.1506,80.2878,1,26.89,0.667,63,HIGH_RISK
7.8889,77.7569,1,27.38,0.766,11,SAFE
12.3439,80.5411,1,26.33,0.592,20,SAFE
8.6536,76.2103,1,26.64,0.668,34,SAFE
9.8309,78.9888,0,31.05,0.244,29,LOW_AVAILABILITY
10.5675,78.5726,0,30.75,0.342,35,LOW_AVAILABILITY
15.0207,75.2483,0,28.21,0.337,48,LOW_AVAILABILITY
8.7142,78.4342,1,25.61,0.737,72,HIGH_RISK
9.5978,75.8506,1,29.3,0.715,31,SAFE
13.33,80.4883,1,27.9,0.686,28,SAFE
7.5999,78.7534,0,29.26,0.388,48,LOW_AVAILABILITY
8.7872,78.4586,1,26.75,0.711,29,SAFE
10.3817,75.5394,1,29.29,0.751,16,SAFE
9.2508,75.9369,1,26.93,0.78,50,MODERATE
8.2886,76.7219,1,26.65,0.61,45,MODERATE
11.5994,75.6357,0,29.07,0.332,10,LOW_AVAILABILITY
10.7671,75.7278,0,29.76,0.387,48,LOW_AVAILABILITY
12.6192,73.3869,0,30.38,0.225,29,LOW_AVAILABILITY
10.4644,80.0453,1,29.55,0.694,40,MODERATE
8.6886,78.4308,1,26.74,0.705,76,HIGH_RISK
7.8822,77.8078,1,26.95,0.841,54,MODERATE
11.1111,80.2658,1,25.7,0.633,57,MODERATE
12.7364,80.4764,1,26.51,0.655,78,HIGH_RISK
8.9383,78.7219,1,27.01,0.67,35,SAFE
7.5078,74.53,0,31.13,0.475,20,LOW_AVAILABILITY
9.6458,75.6981,1,28.14,0.751,83,HIGH_RISK
14.4106,74.0333,1,28.3,0.651,39,SAFE
10.6228,75.56,1,26.45,0.624,14,SAFE
10.2,74.4424,0,30.23,0.238,8,LOW_AVAILABILITY
8.8445,73.7816,0,30.61,0.171,27,LOW_AVAILABILITY
7.635,77.4647,1,29.78,0.573,77,HIGH_RISK
11.7175,80.1039,1,26.38,0.548,38,SAFE
11.7302,74.8432,0,30.89,0.269,69,LOW_AVAILABILITY
13.8689,79.0303,0,29.93,0.432,56,LOW_AVAILABILITY
14.999,75.8346,0,30.43,0.258,65,LOW_AVAILABILITY
13.352,76.2005,0,31.33,0.435,28,LOW_AVAILABILITY
11.1074,78.1298,0,29.34,0.284,45,LOW_AVAILABILITY
7.652,76.2768,0,31.04,0.278,29,LOW_AVAILABILITY
11.4394,74.8328,1,26.66,0.739,75,HIGH_RISK
8.8608,76.2031,1,27.74,0.659,48,MODERATE
12.9819,79.1104,0,30.65,0.214,60,LOW_AVAILABILITY
11.9517,80.1803,1,25.72,0.603,62,HIGH_RISK
9.1847,74.6854,0,30.8,0.194,58,LOW_AVAILABILITY
9.6278,75.9242,1,26.18,0.71,34,SAFE
12.9058,80.4567,1,27.34,0.625,12,SAFE
12.4075,80.5425,1,28.2,0.782,54,MODERATE
10.4306,75.4883,1,29.03,0.616,40,MODERATE
7.4089,79.3651,0,28.94,0.372,69,LOW_AVAILABILITY
12.1576,79.7968,0,29.63,0.217,35,LOW_AVAILABILITY
11.7339,74.8178,1,29.28,0.661,82,HIGH_RISK
8.8528,76.1267,1,29.26,0.807,86,HIGH_RISK
11.5175,74.8089,1,27.52,0.643,45,MODERATE
11.6375,73.6107,0,30.74,0.301,65,LOW_AVAILABILITY
12.4897,78.9397,0,30.61,0.27,13,LOW_AVAILABILITY
13.1327,78.6704,0,30.6,0.389,34,LOW_AVAILABILITY
13.0445,75.6798,0,29.2,0.457,41,LOW_AVAILABILITY
10.2555,75.2952,0,28.82,0.275,15,LOW_AVAILABILITY
14.4744,73.9106,1,28.11,0.707,16,SAFE
8.8194,78.7168,0,30.1,0.384,65,LOW_AVAILABILITY
7.4478,77.4231,1,27.33,0.764,23,SAFE
12.2106,80.3225,1,26.67,0.702,40,MODERATE
9.6328,75.7358,1,28.86,0.75,75,HIGH_RISK
7.7874,79.3493,0,30.34,0.388,22,LOW_AVAILABILITY
11.6956,74.8,1,25.86,0.729,55,MODERATE
9.7883,80.2866,0,30.23,0.222,33,LOW_AVAILABILITY
12.6498,73.833,0,29.86,0.19,74,LOW_AVAILABILITY
13.8347,76.4344,0,30.13,0.302,75,LOW_AVAILABILITY
13.6175,74.2992,1,27.0,0.627,29,SAFE
12.1689,80.3206,1,26.86,0.598,49,MODERATE
11.6767,74.7908,1,26.64,0.634,51,MODERATE
9.9102,78.4413,0,30.48,0.254,57,LOW_AVAILABILITY
13.0825,80.4628,1,26.92,0.723,59,MODERATE
13.213,76.7106,0,29.14,0.294,12,LOW_AVAILABILITY
7.9977,77.1933,0,29.9,0.201,69,LOW_AVAILABILITY
8.1572,78.1317,1,25.82,0.792,54,MODERATE
8.2369,79.0473,0,31.72,0.255,36,LOW_AVAILABILITY
7.504,73.6684,0,30.28,0.279,64,LOW_AVAILABILITY
9.4559,73.7868,0,30.67,0.274,23,LOW_AVAILABILITY
11.6886,80.1047,1,26.05,0.686,33,SAFE
9.2328,76.0181,1,28.11,0.68,20,SAFE
11.3775,74.8269,1,26.29,0.818,68,HIGH_RISK
9.6508,75.6189,1,28.29,0.724,15,SAFE
10.4398,80.3794,0,31.43,0.267,14,LOW_AVAILABILITY
12.0691,80.2293,0,29.96,0.22,19,LOW_AVAILABILITY
